ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action,llm_severity_score,golden_severity_score,human_severity_score,is_policy_ambiguous,is_appeal_reversed
AD02745,2024-03-15,US,English,Shopping Ad,Mobile Apps,enterprise,Brand Awareness,Safe Ad,low,Book your summer getaway with flexible cancellation,Terms and conditions apply,approved,approved,approved,0.945,0.913,25,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02746,2024-04-10,BR,Portuguese,Social Feed Ad,Health and Wellness,strategic_account,Sales,Scam or Suspicious Offer,medium,You are the lucky visitor — collect your voucher,Limited availability,approved_limited,approved,approved_limited,0.91,0.449,116,False,not_submitted,BPO_D,new,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,0,False,False
AD02747,2024-06-20,UK,English,Social Feed Ad,Finance,enterprise,Sales,Adult or Suggestive Content,medium,Mature content platform — verified adult access,Customer testimonials shown,approved_limited,approved_limited,approved_limited,0.927,0.969,125,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02748,2024-02-05,UK,English,Social Feed Ad,Retail,small_business,App Installs,Scam or Suspicious Offer,high,Free product trial — no card required — act fast,Subscription renews monthly,rejected,rejected,rejected,0.914,0.823,193,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02749,2024-08-02,DE,German,Display Ad,Mobile Apps,mid_market,Conversions,Political or Sensitive Content,low,Sign the petition for transparent public spending,Check local rules before applying,rejected,rejected,rejected,0.946,0.942,52,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02750,2024-05-06,FR,French,Shopping Ad,Beauty,small_business,Traffic,Health Claim,medium,Formulated to support healthy joints and mobility,Product information updated regularly,rejected,approved,rejected,0.983,0.617,70,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,0,False,False
AD02751,2024-09-16,UK,English,Shopping Ad,Mobile Apps,enterprise,Lead Generation,Safe Ad,low,Try our award-winning customer service,Individual results may vary,approved_limited,approved_limited,approved_limited,0.84,0.969,30,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02752,2024-10-01,IT,Italian,Display Ad,Beauty,small_business,App Installs,Landing Page Issue,medium,Exclusive offer — see our website for full details,Offer valid while stocks last,approved_limited,approved_limited,approved,0.419,0.983,112,False,not_submitted,BPO_B,intermediate,landing_page_mismatch,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD02753,2024-05-15,BR,Portuguese,App Install Ad,Health and Wellness,enterprise,Traffic,Restricted Product,high,Online pharmacy with prescription delivery service,Age verification required,approved_limited,approved_limited,approved_limited,0.965,0.957,173,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02754,2024-05-09,FR,French,Shopping Ad,Mobile Apps,small_business,Traffic,Adult or Suggestive Content,medium,Adult social platform — age verification required,Subject to regulatory approval,escalated,escalated,escalated,0.935,0.967,65,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02755,2024-07-11,MX,Spanish,Video Ad,Health and Wellness,small_business,Conversions,Health Claim,medium,Daily nutrition designed for active adults,Free trial followed by monthly subscription,approved_limited,approved_limited,approved_limited,0.955,0.979,123,True,upheld,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02756,2024-01-15,BR,Portuguese,App Install Ad,E-commerce,small_business,Traffic,Scam or Suspicious Offer,high,You are the lucky visitor — collect your voucher,Pricing subject to change,rejected,rejected,rejected,0.944,0.967,189,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02757,2024-03-11,BR,Portuguese,Search Ad,Health and Wellness,enterprise,Traffic,Restricted Product,high,Sports betting — new member welcome offer,Not available in all regions,escalated,approved,approved,0.327,0.492,92,False,not_submitted,BPO_C,experienced,high_risk_approval_miss,False,False,True,False,True,True,True,escalate_to_human_review,0,2,0,False,False
AD02758,2024-02-13,IT,Italian,Search Ad,Travel,small_business,App Installs,Safe Ad,low,Premium beauty bundle with customer reviews,Professional advice recommended,approved,escalated,approved_limited,0.535,0.482,53,False,not_submitted,BPO_D,new,over_rejection,False,False,False,True,False,True,False,route_to_human_review,1,0,2,True,False
AD02759,2024-04-13,IT,Italian,Display Ad,Beauty,small_business,Sales,Scam or Suspicious Offer,low,Congratulations — you qualify for a special offer,Standard delivery times apply,rejected,rejected,rejected,0.955,0.957,80,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02760,2024-08-05,DE,German,Social Feed Ad,Finance,small_business,App Installs,Political or Sensitive Content,medium,Engage with your local elected representatives,Promotional pricing for new customers only,approved_limited,approved_limited,approved,0.485,0.979,126,False,not_submitted,BPO_E,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD02761,2024-03-30,IT,Italian,Display Ad,E-commerce,small_business,Traffic,Landing Page Issue,medium,Best deal online — click here to learn more,Clinically inspired formula,approved_limited,approved_limited,approved_limited,0.879,0.962,97,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02762,2024-07-09,MX,Spanish,App Install Ad,Education,strategic_account,Lead Generation,Safe Ad,medium,Summer sale now on — limited time only,Rates may vary by eligibility,approved,approved,approved,0.922,0.851,62,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02763,2024-09-09,FR,French,Display Ad,Gaming,mid_market,Traffic,Safe Ad,low,Free delivery on orders over 30 EUR,Results depend on individual use,approved_limited,escalated,approved_limited,0.939,0.579,20,False,not_submitted,BPO_C,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,2,False,False
AD02764,2024-09-03,US,English,Display Ad,Health and Wellness,small_business,Brand Awareness,Adult or Suggestive Content,medium,Adult social platform — age verification required,No purchase required,approved_limited,approved_limited,approved_limited,0.925,0.915,184,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02765,2024-07-12,FR,French,Social Feed Ad,Gaming,small_business,Conversions,Restricted Product,high,Same-day alcohol delivery in select areas,Terms and conditions apply,approved,approved,approved,0.982,0.946,71,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02766,2024-07-27,MX,Spanish,Search Ad,Gaming,small_business,Lead Generation,Brand Safety Risk,medium,Budget alternatives for expensive branded goods,Limited availability,approved,approved_limited,approved,0.877,0.448,108,True,upheld,BPO_B,new,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,1,False,False
AD02767,2024-06-10,DE,German,Social Feed Ad,E-commerce,small_business,Retargeting,Safe Ad,low,"Join over 500,000 happy customers worldwide",Customer testimonials shown,approved,approved,approved_limited,0.309,0.966,24,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,1,0,0,False,False
AD02768,2024-06-30,IT,Italian,Display Ad,Travel,small_business,Brand Awareness,Safe Ad,medium,New styles added daily — shop now,Subscription renews monthly,approved,approved,approved,0.926,0.894,90,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02769,2024-10-17,BR,Portuguese,App Install Ad,E-commerce,small_business,Sales,Adult or Suggestive Content,medium,Lifestyle subscription — for consenting adults only,Check local rules before applying,escalated,approved,rejected,0.342,0.414,56,False,not_submitted,BPO_E,experienced,over_rejection,False,False,False,True,False,True,False,route_to_human_review,3,2,0,True,False
AD02770,2024-06-22,MX,Spanish,Social Feed Ad,E-commerce,small_business,Lead Generation,Brand Safety Risk,medium,Consumer comparison tool for popular categories,Product information updated regularly,approved_limited,approved_limited,approved,0.56,0.918,128,False,not_submitted,BPO_D,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD02771,2024-05-08,UK,English,Search Ad,Food and Beverage,small_business,Retargeting,Restricted Product,high,Premium vaping accessories for adult users,Individual results may vary,escalated,rejected,escalated,0.948,0.462,315,True,upheld,BPO_D,new,none,True,False,False,False,False,False,False,flag_for_calibration,2,2,3,False,False
AD02772,2024-12-16,BR,Portuguese,Search Ad,Finance,enterprise,Sales,Misleading Claim,low,The only product that truly delivers on its promise,Offer valid while stocks last,escalated,escalated,escalated,0.901,0.928,41,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02773,2024-11-30,MX,Spanish,Search Ad,E-commerce,small_business,App Installs,Health Claim,medium,Support your energy levels with our daily capsules,Age verification required,approved,approved,approved,0.911,0.915,126,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02774,2024-11-10,FR,French,App Install Ad,Health and Wellness,mid_market,Brand Awareness,Misleading Claim,high,Double your savings with our exclusive method,Subject to regulatory approval,escalated,rejected,escalated,0.918,0.447,211,True,upheld,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,2,2,3,False,False
AD02775,2024-10-26,BR,Portuguese,Social Feed Ad,Education,mid_market,Brand Awareness,Scam or Suspicious Offer,high,Enter your details to unlock your mystery reward,Free trial followed by monthly subscription,approved_limited,rejected,approved_limited,0.921,0.475,291,False,not_submitted,BPO_E,new,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,3,False,False
AD02776,2024-05-19,US,English,Video Ad,Food and Beverage,enterprise,Conversions,Political or Sensitive Content,medium,Support awareness for human rights education,Pricing subject to change,approved,approved,approved,0.907,0.902,165,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02777,2024-12-16,ES,Spanish,Display Ad,Education,small_business,Conversions,Brand Safety Risk,medium,Aggregated reviews for popular consumer brands,Not available in all regions,escalated,approved_limited,escalated,0.973,0.612,134,False,not_submitted,BPO_A,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,2,2,1,False,False
AD02778,2024-08-26,DE,German,Shopping Ad,Health and Wellness,enterprise,Brand Awareness,Brand Safety Risk,low,Side-by-side comparisons of competing products,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.979,0.917,47,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02779,2024-11-21,UK,English,Display Ad,Gaming,enterprise,App Installs,Financial Product Claim,high,Refinance your loan and lower your monthly payment,Standard delivery times apply,rejected,rejected,rejected,0.937,0.881,248,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02780,2024-01-08,UK,English,Social Feed Ad,Finance,strategic_account,Sales,Brand Safety Risk,medium,Consumer comparison tool for popular categories,Promotional pricing for new customers only,escalated,escalated,escalated,0.912,0.949,127,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02781,2024-02-09,FR,French,Shopping Ad,Food and Beverage,enterprise,App Installs,Financial Product Claim,medium,Compare flexible loan options in minutes,Clinically inspired formula,approved_limited,approved_limited,rejected,0.42,0.856,80,True,upheld,BPO_D,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,1,1,False,False
AD02782,2024-01-08,FR,French,Display Ad,E-commerce,small_business,Traffic,Misleading Claim,medium,The only product that truly delivers on its promise,Rates may vary by eligibility,approved_limited,approved_limited,approved_limited,0.937,0.938,97,True,upheld,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02783,2024-12-29,ES,Spanish,Video Ad,Gaming,strategic_account,Brand Awareness,Safe Ad,low,New styles added daily — shop now,Results depend on individual use,approved,approved,approved,0.836,0.865,34,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
